GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,season,group_size
Lineups,-1628386-1629636-1629731-1630241-,J. Allen - D. Garland - D. Wade - S. Merrill,1610612739,CLE,7,5,2,0.714,67.0,112.8,111.8,110.0,111.0,2.8,0.8,0.742,1.84,23.5,0.103,0.713,0.457,0.174,0.64,0.651,103.7,103.73,86.44,144,0.498,4202,2681,16978,7905,1206,11442,15402,12322,8463,8344,4825,20465,12771,17644,19785,6691,7772,16257,13502,200600,2025-26,4
Lineups,-202710-203110-1630541-1642954-,J. Butler III - D. Green - M. Moody - W. Richard,1610612744,GSW,13,6,7,0.462,67.0,115.7,115.9,117.2,116.9,-1.5,-1.0,0.754,1.44,21.6,0.365,0.643,0.511,0.221,0.64,0.66,105.2,105.29,87.74,145,0.485,1635,2059,26766,14739,1211,9966,17691,14579,7312,10976,6535,8600,17007,11356,22980,6691,7354,14452,14039,200360,2025-26,4
Lineups,-1629750-1630595-1631105-1641709-,J. Green - C. Cunningham - J. Duren - A. Thompson,1610612765,DET,33,22,11,0.667,67.0,121.7,117.3,103.7,100.0,18.0,17.3,0.613,1.73,17.3,0.465,0.671,0.567,0.147,0.566,0.6,107.2,111.16,92.64,150,0.608,80,70,28076,8292,1212,9390,9889,8557,14153,8958,13148,5358,14467,7584,16850,10824,11108,8797,8182,200140,2025-26,4
Lineups,-1630643-1641716-1641767-1642880-,J. Huff - J. Walker - B. Sheppard - K. Jones,1610612754,IND,8,1,7,0.125,67.0,116.9,114.3,128.0,126.5,-11.1,-12.2,0.698,2.2,21.4,0.227,0.708,0.466,0.136,0.599,0.619,104.1,105.86,88.22,147,0.443,3537,10337,26766,18997,1216,10371,20668,17054,9851,5350,6894,16830,12933,17107,15276,8815,9803,13810,15908,199965,2025-26,4
Lineups,-203994-1641718-1642271-1642846-,J. Nurkić - K. George - K. Filipowski - A. Bailey,1610612762,UTA,16,4,12,0.25,67.0,109.4,106.8,122.8,121.5,-13.4,-14.7,0.724,2.21,19.4,0.354,0.726,0.533,0.128,0.516,0.54,105.0,106.93,89.11,148,0.425,1052,3540,28227,17647,1215,13283,19167,17605,8889,5342,9967,9052,11797,9930,14480,13847,15611,12649,16752,199975,2025-26,4
Lineups,-1629006-1631095-1641708-1642263-,J. Okogie - J. Smith Jr. - A. Thompson - R. Sheppard,1610612745,HOU,20,14,6,0.7,67.0,115.5,113.2,113.7,113.5,1.7,-0.4,0.564,1.94,15.8,0.456,0.656,0.545,0.124,0.504,0.527,92.8,93.81,78.18,129,0.468,593,357,26083,8106,1202,10917,16373,14460,16414,8017,15598,5452,16642,8849,13539,14210,16424,24859,14784,201085,2025-26,4
Lineups,-203944-1630162-1630183-1630538-,J. Randle - A. Edwards - J. McDaniels - B. Hyland,1610612750,MIN,16,8,8,0.5,67.0,117.4,112.6,120.3,116.2,-2.9,-3.6,0.484,2.07,15.6,0.371,0.761,0.562,0.105,0.547,0.567,98.5,102.34,85.28,143,0.492,1052,1292,27277,11418,1209,11073,17290,15112,20368,5808,15924,8416,9475,7884,11518,12069,13803,17917,13721,200505,2025-26,4
Lineups,-201567-1641718-1641729-1642268-,K. Love - K. George - B. Sensabaugh - I. Collier,1610612762,UTA,14,5,9,0.357,67.0,114.2,114.1,135.9,137.9,-21.8,-23.8,0.741,3.58,20.0,0.277,0.667,0.458,0.081,0.493,0.542,106.4,105.64,88.03,149,0.413,1406,2681,27619,15920,1210,10635,23081,19439,8472,1922,8098,13990,14494,17603,9471,17047,15496,14055,17212,200375,2025-26,4
Lineups,-1626157-1628384-1628969-1642885-,K. Towns - O. Anunoby - M. Bridges - M. Diawara,1610612752,NYK,11,7,4,0.636,67.0,122.9,123.6,97.9,95.1,24.9,28.4,0.726,3.21,22.3,0.254,0.829,0.539,0.1,0.591,0.614,100.4,101.55,84.63,140,0.577,2186,1626,23754,9758,1198,7394,9170,6451,8873,2241,5639,14856,7102,9385,10822,9142,10168,18758,9425,201350,2025-26,4
Lineups,-2544-203935-1629060-1631222-,L. James - M. Smart - R. Hachimura - J. LaRavia,1610612747,LAL,16,9,7,0.563,67.0,122.9,122.9,113.6,116.8,9.3,6.1,0.677,2.21,21.4,0.233,0.712,0.496,0.136,0.601,0.642,102.8,101.35,84.46,140,0.526,1052,1064,26766,11015,1203,7611,17677,11183,10399,5342,6606,16628,12774,15250,15257,8441,8373,19004,11781,201050,2025-26,4
Lineups,-1628379-1630552-1630700-1631243-,L. Kennard - J. Johnson - D. Daniels - M. Gueye,1610612737,ATL,16,11,5,0.688,67.0,120.5,113.6,103.4,98.6,17.0,15.0,0.656,2.67,19.9,0.313,0.65,0.497,0.107,0.573,0.589,96.2,101.44,84.53,140,0.573,1052,698,25126,8231,1197,10783,9827,9106,12609,3775,9509,12078,16803,15243,11730,10291,12049,18895,9579,201585,2025-26,4
Lineups,-202696-1629632-1630200-1630581-,N. Vučević - C. White - T. Jones - J. Giddey,1610612741,CHI,11,8,3,0.727,67.0,120.9,117.2,93.8,93.4,27.1,23.8,0.578,2.64,17.0,0.342,0.716,0.523,0.089,0.544,0.589,108.7,110.62,92.18,157,0.649,2186,1292,21404,7827,1201,9424,8813,7299,15831,3944,13486,9441,12113,10592,10037,12275,12051,9320,6885,201125,2025-26,4
Lineups,-202696-1630172-1630245-1630581-,N. Vučević - P. Williams - A. Dosunmu - J. Giddey,1610612741,CHI,16,7,9,0.438,67.0,111.6,106.8,129.7,125.9,-18.0,-19.1,0.712,2.0,20.5,0.254,0.787,0.516,0.142,0.583,0.605,101.3,105.11,87.59,148,0.429,1052,1626,27619,14943,1196,13283,20552,18517,9439,5887,7793,14852,8544,11061,15762,9517,10746,14650,16502,202080,2025-26,4
Lineups,-203500-1631106-1641708-1642263-,S. Adams - T. Eason - A. Thompson - R. Sheppard,1610612745,HOU,14,8,6,0.571,67.0,121.6,119.6,93.9,89.7,27.7,29.9,0.552,1.95,17.3,0.43,0.747,0.589,0.133,0.543,0.556,100.2,103.39,86.16,143,0.676,1406,1292,26083,10759,1199,8736,7955,6234,16789,7986,13135,5993,10985,6346,14871,12340,14533,16657,6040,201265,2025-26,4
Lineups,-1628983-1629652-1630198-1631096-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren,1610612760,OKC,21,16,5,0.762,67.0,132.5,131.0,112.0,111.6,20.5,19.4,0.414,1.93,15.7,0.208,0.577,0.427,0.103,0.665,0.696,104.2,105.0,87.5,145,0.564,515,230,25126,7157,1219,5535,15708,8182,21162,8026,15834,17541,19548,19785,11396,5933,5692,14781,10009,199550,2025-26,4
Lineups,-203501-1628971-1630192-1631212-,T. Hardaway Jr. - B. Brown - Z. Nnaji - P. Watson,1610612743,DEN,11,7,4,0.636,67.0,105.7,108.2,103.4,104.3,2.4,3.9,0.636,1.94,18.4,0.292,0.623,0.463,0.134,0.529,0.549,99.6,98.03,81.69,134,0.525,2186,1626,23754,9758,1208,12832,13229,11710,13140,8002,11262,13120,17939,17229,15156,13224,15035,22161,11841,200515,2025-26,4
Lineups,-1628976-1630217-1641710-1642869-,W. Carter Jr. - D. Bane - A. Black - N. Penda,1610612753,ORL,17,8,9,0.471,67.0,92.2,87.7,120.8,118.9,-28.6,-31.2,0.529,0.96,13.9,0.3,0.736,0.521,0.192,0.462,0.497,102.6,106.03,88.36,146,0.36,910,1292,27619,14707,1218,19577,18283,20724,17256,15975,18239,12622,11290,10741,21042,18118,19251,13606,19143,199645,2025-26,4
Lineups,-1627936-1628983-1629652-1631096-,A. Caruso - S. Gilgeous-Alexander - L. Dort - C. Holmgren,1610612760,OKC,19,14,5,0.737,66.0,121.3,115.0,99.7,94.0,21.6,20.9,0.453,2.42,14.9,0.261,0.788,0.519,0.082,0.554,0.594,102.5,108.43,90.36,147,0.577,684,357,25126,7797,1233,10251,8930,7802,20701,4657,16773,14673,8532,10877,9506,11629,11675,11141,9419,197870,2025-26,4
Lineups,-1630264-1630536-1642364-1642860-,A. Gill - S. Cooper - J. Watkins - W. Riley,1610612764,WAS,5,1,4,0.2,66.0,118.8,118.2,116.4,114.0,2.5,4.2,0.508,1.28,16.8,0.25,0.651,0.455,0.175,0.649,0.664,102.1,103.46,86.22,143,0.462,6171,10337,23754,18370,1225,9085,16500,11644,17523,11971,13587,14871,16801,17691,19882,6317,7188,16566,15053,199025,2025-26,4
Lineups,-203932-1629618-1631212-1642461-,A. Gordon - J. Pickett - P. Watson - S. Jones,1610612743,DEN,6,5,1,0.833,66.0,100.4,102.3,114.0,111.3,-13.5,-9.0,0.674,3.44,18.1,0.125,0.746,0.415,0.069,0.474,0.522,96.1,96.32,80.26,131,0.435,5041,2681,6309,6541,1240,14485,15608,16315,10454,2096,12022,20047,10994,20229,8717,17596,16690,23375,16278,197350,2025-26,4
Lineups,-201143-1629001-1630541-1641764-,A. Horford - D. Melton - M. Moody - B. Podziemski,1610612744,GSW,17,8,9,0.471,66.0,125.4,123.0,114.2,108.3,11.2,14.7,0.77,3.92,23.2,0.262,0.652,0.458,0.086,0.61,0.632,95.4,98.82,82.35,139,0.576,910,1292,27619,14707,1238,7583,14480,9151,7092,1773,4959,14667,16788,17604,9897,8119,8892,21480,9448,197440,2025-26,4
Lineups,-1628389-1630558-1631170-1631323-,B. Adebayo - D. Mitchell - J. Jaquez Jr. - S. Fontecchio,1610612748,MIA,20,7,13,0.35,66.0,107.8,98.0,112.4,108.2,-4.6,-10.2,0.556,1.58,15.2,0.271,0.768,0.518,0.128,0.517,0.551,100.6,107.54,89.62,148,0.464,593,1626,28333,15955,1247,17453,14470,16625,16566,9825,16434,14307,9275,10950,14480,13812,14899,12030,14988,196840,2025-26,4
Lineups,-201572-202695-1641757-1642920-,B. Lopez - K. Leonard - J. Miller - K. Sanders,1610612746,LAC,15,11,4,0.733,66.0,119.9,116.4,97.4,94.8,22.5,21.6,0.623,2.75,17.9,0.262,0.797,0.537,0.09,0.563,0.604,95.1,97.84,81.54,134,0.631,1214,698,23754,7801,1241,9837,9093,7672,13906,3652,12208,14667,8407,9625,10049,10944,10840,22316,7386,197210,2025-26,4
Lineups,-1626171-1627752-1628398-1630175-,B. Portis - T. Prince - K. Kuzma - C. Anthony,1610612749,MIL,7,5,2,0.714,66.0,108.4,106.9,109.4,106.7,-1.0,0.2,0.614,2.19,18.3,0.191,0.639,0.437,0.111,0.546,0.574,104.5,106.55,88.79,144,0.475,4202,2681,16978,7905,1231,13236,13975,12433,14132,5441,11399,18507,17195,19041,11948,12115,13133,13094,14509,198000,2025-26,4
Lineups,-1629632-1630171-1630245-1641824-,C. White - I. Okoro - A. Dosunmu - M. Buzelis,1610612741,CHI,12,5,7,0.417,66.0,122.7,120.1,108.5,111.9,14.3,8.3,0.678,2.22,20.3,0.217,0.757,0.515,0.125,0.601,0.646,104.2,103.66,86.38,144,0.542,1896,2681,26766,15172,1223,8271,15794,10667,10393,5317,7958,17293,9562,11164,13560,8441,8026,16353,11086,199350,2025-26,4
Lineups,-1629028-1629029-1629216-1630559-,D. Ayton - L. Dončić - G. Vincent - A. Reaves,1610612747,LAL,8,6,2,0.75,66.0,127.2,123.2,120.2,117.9,7.0,5.4,0.607,1.95,19.6,0.196,0.766,0.513,0.134,0.64,0.681,100.0,102.61,85.51,142,0.544,3537,2059,16978,7164,1233,7467,17930,11350,14354,7986,9755,18457,9328,11255,15126,6672,6309,17629,11002,197870,2025-26,4
Lineups,-1627827-1630578-1641708-1642263-,D. Finney-Smith - A. Sengun - A. Thompson - R. Sheppard,1610612745,HOU,13,9,4,0.692,66.0,98.6,97.7,115.0,109.8,-16.4,-12.1,0.592,1.12,15.9,0.333,0.647,0.496,0.195,0.514,0.538,94.3,96.83,80.69,133,0.469,1635,1064,23754,8194,1244,17495,15002,17024,15412,12790,15510,9510,16881,15254,21186,13931,15715,23057,14766,197040,2025-26,4
Lineups,-1629001-1630311-1630541-1630611-,D. Melton - P. Spencer - M. Moody - G. Santos,1610612744,GSW,9,4,5,0.444,66.0,114.7,114.9,107.6,107.1,7.1,7.8,0.709,1.95,21.0,0.21,0.677,0.444,0.149,0.586,0.615,99.8,99.93,83.28,134,0.493,2978,3540,25126,14837,1239,10255,14055,10768,9467,7980,7302,17495,14336,18704,17062,9434,10042,20490,13649,197415,2025-26,4
Lineups,-1628378-1629631-1641772-1641854-,D. Mitchell - D. Hunter - N. Tomlin - C. Porter Jr.,1610612739,CLE,14,8,6,0.571,66.0,106.4,107.5,118.4,122.0,-12.0,-14.5,0.596,1.41,15.2,0.35,0.644,0.49,0.15,0.48,0.539,106.1,103.99,86.66,147,0.431,1406,1292,26083,10759,1221,13058,19255,17570,15337,11095,16470,9185,17003,15466,17092,17397,15647,15946,16448,199405,2025-26,4
Lineups,-1626156-1629023-1631108-1642843-,D. Russell - P. Washington - M. Christie - C. Flagg,1610612742,DAL,9,3,6,0.333,66.0,91.4,90.6,126.2,126.2,-34.8,-35.6,0.83,1.86,20.9,0.147,0.64,0.406,0.152,0.482,0.513,102.2,102.59,85.49,138,0.339,2978,4758,26083,15964,1228,18953,20612,21493,5823,8255,7387,19648,17144,20516,17374,17325,17227,17652,19769,198610,2025-26,4
Lineups,-203084-1628436-1630577-1642844-,H. Barnes - L. Kornet - J. Champagnie - D. Harper,1610612759,SAS,25,17,8,0.68,66.0,110.5,109.9,112.8,111.2,-2.3,-1.3,0.564,1.72,15.9,0.319,0.746,0.525,0.128,0.508,0.556,101.6,102.58,85.48,141,0.48,291,178,27277,8278,1224,12199,15592,14622,16414,8984,15554,11864,10993,10429,14397,14118,14540,17673,14243,199345,2025-26,4
Lineups,-201935-202695-203078-1627826-,J. Harden - K. Leonard - B. Beal - I. Zubac,1610612746,LAC,4,2,2,0.5,66.0,119.4,121.5,130.0,132.8,-10.6,-11.4,0.585,1.52,20.2,0.278,0.652,0.483,0.185,0.642,0.659,100.0,98.09,81.74,135,0.454,7594,6756,16978,11418,1236,7977,21856,16870,15582,10014,8029,13922,16788,15857,20638,6651,7393,22120,15460,197450,2025-26,4
Lineups,-1629640-1641705-1642264-1642844-,K. Johnson - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,28,21,7,0.75,66.0,117.9,116.9,72.7,67.3,45.2,49.6,0.642,1.65,20.7,0.288,0.798,0.595,0.176,0.631,0.642,105.5,110.15,91.79,148,0.811,177,86,26766,7164,1226,9488,4535,3967,13051,9504,7597,13231,8406,6184,19916,6991,8369,9644,3789,198705,2025-26,4
Lineups,-202691-1629023-1629655-1630230-,K. Thompson - P. Washington - D. Gafford - N. Marshall,1610612742,DAL,16,2,14,0.125,66.0,100.6,98.0,91.3,90.4,9.3,7.6,0.542,1.18,13.4,0.23,0.607,0.436,0.146,0.487,0.536,106.6,108.6,90.5,151,0.557,1052,6756,28406,18997,1246,17445,8132,10840,17018,12484,18594,16804,18352,19073,16771,17175,15843,11009,10335,196910,2025-26,4
Lineups,-1628374-1641718-1642268-1642271-,L. Markkanen - K. George - I. Collier - K. Filipowski,1610612762,UTA,17,8,9,0.471,66.0,107.0,104.6,126.2,123.0,-19.2,-18.5,0.69,1.48,19.2,0.25,0.597,0.44,0.176,0.566,0.604,108.8,111.45,92.87,153,0.42,910,1292,27619,14707,1244,13964,19543,18387,10074,10876,10087,14871,19171,18863,19934,10811,10843,8603,16972,197040,2025-26,4
Lineups,-1628970-1630182-1631217-1642851-,M. Bridges - J. Green - M. Diabaté - K. Knueppel,1610612766,CHA,18,13,5,0.722,66.0,122.2,127.0,102.9,97.0,19.3,30.0,0.639,1.86,19.6,0.365,0.729,0.541,0.153,0.628,0.657,98.1,98.96,82.46,137,0.614,788,439,25126,7886,1232,6431,9598,6228,13106,8255,9747,8600,11561,9319,17433,7079,7500,21377,7994,197905,2025-26,4
Lineups,-202696-1628401-1630202-1630573-,N. Vučević - D. White - P. Pritchard - S. Hauser,1610612738,BOS,10,8,2,0.8,66.0,122.6,118.7,88.6,85.7,34.0,33.0,0.705,2.39,21.7,0.279,0.857,0.588,0.129,0.615,0.642,96.2,99.35,82.79,139,0.677,2544,1292,16978,6753,1242,8988,7017,5837,9579,4765,6466,13918,6052,6432,14574,7863,8383,20998,6027,197130,2025-26,4
Lineups,-1628384-1628969-1628973-1630574-,O. Anunoby - M. Bridges - J. Brunson - A. Hukporti,1610612752,NYK,13,8,5,0.615,66.0,110.0,109.8,119.6,119.1,-9.6,-9.4,0.709,2.29,19.0,0.308,0.671,0.48,0.119,0.508,0.546,102.3,102.55,85.46,143,0.439,1635,1292,25126,10042,1222,12227,18346,16408,9467,5099,10457,12286,14467,16110,13111,14135,15224,17709,16105,199400,2025-26,4
Lineups,-1630168-1630249-1630700-1631243-,O. Okongwu - V. Krejčí - D. Daniels - M. Gueye,1610612737,ATL,22,10,12,0.455,66.0,89.5,87.7,117.5,113.6,-28.0,-25.9,0.688,1.32,16.8,0.347,0.615,0.471,0.181,0.459,0.476,98.3,101.01,84.18,138,0.329,446,860,28227,14781,1230,19575,16385,19895,10104,11835,13636,9302,18064,16633,20230,18242,19949,19355,20199,198150,2025-26,4
Lineups,-201566-201942-1629234-1631099-,R. Westbrook - D. DeRozan - D. Eubanks - K. Murray,1610612758,SAC,11,2,9,0.182,66.0,84.6,81.3,123.5,123.6,-38.9,-42.3,0.511,1.04,13.2,0.192,0.578,0.372,0.16,0.421,0.456,101.0,103.04,85.87,144,0.303,2186,6756,27619,18669,1229,20878,19708,22298,17515,12946,18851,18503,19543,22219,18131,19815,20673,17010,20824,198450,2025-26,4
Lineups,-1630583-1642285-1642377-1642907-,S. Aldama - C. Spencer - J. Wells - C. Coward,1610612763,MEM,17,6,11,0.353,66.0,108.0,107.2,108.0,103.3,0.1,3.9,0.867,2.36,23.3,0.253,0.688,0.477,0.145,0.538,0.563,107.4,110.18,91.82,152,0.502,910,2059,28076,15942,1227,13112,12976,11701,5123,4802,4908,14858,13903,16245,16704,12683,14152,9627,12865,198655,2025-26,4
Lineups,-1626145-1628371-1628976-1641710-,T. Jones - J. Isaac - W. Carter Jr. - A. Black,1610612753,ORL,13,10,3,0.769,66.0,103.9,103.4,98.9,95.8,5.0,7.6,0.587,1.5,14.0,0.293,0.812,0.542,0.124,0.448,0.53,103.9,105.72,88.1,145,0.556,1635,860,21404,7128,1248,14246,9316,10839,15541,10025,18209,13098,7455,9247,13546,18718,16241,13959,10351,196825,2025-26,4
Lineups,-1629611-1629651-1641730-1642962-,T. Mann - N. Claxton - N. Clowney - D. Powell,1610612751,BKN,16,5,11,0.313,66.0,108.2,103.1,121.5,125.6,-13.2,-22.5,0.698,1.58,17.5,0.175,0.554,0.377,0.145,0.532,0.604,95.5,96.19,80.16,131,0.395,1052,2681,28076,17330,1235,14334,20514,19196,9858,9825,12783,18884,20309,21859,16730,13041,10811,23443,17977,197615,2025-26,4
Lineups,-1629027-1630552-1630700-1642258-,T. Young - J. Johnson - D. Daniels - Z. Risacher,1610612737,ATL,7,1,6,0.143,66.0,115.4,117.9,140.4,137.0,-25.0,-19.1,0.712,2.35,22.3,0.203,0.765,0.452,0.132,0.57,0.617,111.1,111.22,92.68,151,0.411,4202,10337,26083,18901,1236,9236,22924,18521,9437,4831,5640,17594,9339,18000,14848,10578,9922,8761,17308,197450,2025-26,4
Lineups,-1629627-1629673-1630530-1642852-,Z. Williamson - J. Poole - T. Murphy III - D. Queen,1610612740,NOP,14,4,10,0.286,66.0,106.1,104.7,121.9,120.3,-15.8,-15.6,0.552,1.45,15.8,0.304,0.667,0.486,0.147,0.525,0.565,107.4,108.85,90.71,150,0.437,1406,3540,27866,17440,1243,13943,18903,17782,16793,10934,15782,12494,14494,15732,16850,13444,13913,10756,16222,197115,2025-26,4
Lineups,-201572-201587-201935-1641757-,B. Lopez - N. Batum - J. Harden - J. Miller,1610612746,LAC,14,9,5,0.643,65.0,111.9,113.8,115.2,109.9,-3.4,3.8,0.471,1.5,13.9,0.231,0.595,0.424,0.116,0.536,0.602,101.4,102.97,85.81,138,0.5,1406,1064,25126,9723,1260,10724,15018,11720,20458,10025,18287,16668,19189,19831,12802,12754,10960,17083,12908,195090,2025-26,4
Lineups,-1626171-1629645-1630579-1631260-,B. Portis - K. Porter Jr. - J. Sims - A. Green,1610612749,MIL,16,8,8,0.5,65.0,115.1,114.6,100.3,95.5,14.8,19.1,0.517,1.5,15.9,0.338,0.737,0.553,0.146,0.55,0.593,97.7,100.24,83.53,137,0.605,1052,1292,27277,11418,1263,10329,9260,8238,17454,10025,15562,9481,11224,8543,16809,11934,11738,20153,8316,194655,2025-26,4
Lineups,-1627747-1629130-1630595-1631105-,C. LeVert - D. Robinson - C. Cunningham - J. Duren,1610612765,DET,19,12,7,0.632,65.0,114.8,111.9,118.4,109.0,-3.6,2.9,0.61,1.89,17.6,0.297,0.727,0.515,0.126,0.567,0.603,103.9,109.47,91.22,151,0.512,684,557,26766,9833,1268,11417,14727,11911,14256,8142,12773,12946,11585,11134,14317,10720,10942,10215,12479,194030,2025-26,4
Lineups,-201942-203471-1628370-1642363-,D. DeRozan - D. Schröder - M. Monk - N. Clifford,1610612758,SAC,17,5,12,0.294,65.0,110.6,109.4,118.3,108.5,-7.7,0.9,0.673,1.94,18.3,0.25,0.614,0.45,0.129,0.525,0.57,98.3,103.2,86.0,139,0.476,910,2681,28227,17431,1251,12364,14606,12305,10467,8002,11399,14871,18188,18062,14574,13387,13506,16866,14418,196045,2025-26,4
Lineups,-1628368-1630577-1641705-1642844-,D. Fox - J. Champagnie - V. Wembanyama - D. Harper,1610612759,SAS,21,17,4,0.81,65.0,115.3,108.8,98.2,92.5,17.1,16.3,0.617,1.85,18.5,0.246,0.75,0.511,0.136,0.576,0.607,102.4,108.55,90.45,147,0.601,515,178,23754,6748,1261,12592,8601,8830,14019,8320,11218,16316,9634,11381,15276,10152,10614,11045,8392,195015,2025-26,4
Lineups,-1626156-1630230-1631108-1642843-,D. Russell - N. Marshall - M. Christie - C. Flagg,1610612742,DAL,14,3,11,0.214,65.0,102.8,103.8,108.5,105.8,-5.7,-2.0,0.608,1.41,17.6,0.22,0.675,0.478,0.167,0.538,0.57,99.0,99.77,83.14,132,0.476,1406,4758,28076,18356,1255,14169,13649,14755,14318,11095,12730,17234,14388,16235,18477,12581,13513,20651,14449,195570,2025-26,4
Lineups,-1628401-1630202-1630568-1641775-,D. White - P. Pritchard - L. Garza - J. Walsh,1610612738,BOS,18,12,6,0.667,65.0,111.7,107.9,116.9,115.6,-5.2,-7.7,0.604,1.61,16.0,0.382,0.733,0.547,0.143,0.513,0.545,92.0,94.05,78.37,126,0.454,788,557,26083,8292,1264,12905,17141,15986,14409,9624,15378,7895,11333,8826,15774,13946,15296,24728,15470,194460,2025-26,4
Lineups,-203084-1628436-1629640-1630170-,H. Barnes - L. Kornet - K. Johnson - D. Vassell,1610612759,SAS,23,17,6,0.739,65.0,124.7,118.6,112.0,109.4,12.7,9.3,0.603,2.16,19.6,0.39,0.662,0.541,0.131,0.593,0.623,100.8,104.59,87.16,145,0.614,389,178,26083,7793,1256,8997,14879,10416,14422,5545,9719,7656,16548,9312,14747,9075,9542,15230,7997,195505,2025-26,4
Lineups,-1628392-1628983-1629652-1631114-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - J. Williams,1610612760,OKC,5,1,4,0.2,65.0,118.1,115.0,118.3,117.1,-0.3,-2.1,0.523,1.62,17.2,0.358,0.688,0.535,0.15,0.566,0.59,100.8,102.68,85.56,140,0.518,6171,10337,23754,18370,1249,10223,17738,14784,17389,9605,13278,8897,13899,9745,17097,10794,11945,17589,12194,196345,2025-26,4
Lineups,-1630198-1631096-1631114-1642349-,I. Joe - C. Holmgren - J. Williams - A. Mitchell,1610612760,OKC,10,7,3,0.7,65.0,100.5,102.2,101.7,105.8,-1.2,-3.6,0.62,1.55,17.3,0.203,0.658,0.445,0.148,0.504,0.555,104.0,101.13,84.28,135,0.516,2544,1626,21404,8106,1271,14499,13662,15114,13952,9936,13090,17594,16621,18293,16958,14202,14646,19195,12296,193650,2025-26,4
Lineups,-1630193-1630567-1642266-1642867-,I. Quickley - S. Barnes - J. Walter - C. Murray-Boyles,1610612761,TOR,17,11,6,0.647,65.0,116.0,118.9,101.9,100.7,14.1,18.2,0.683,2.28,20.1,0.443,0.723,0.578,0.136,0.52,0.555,100.1,99.44,82.87,132,0.572,910,698,26083,9697,1262,8887,12589,8373,10272,5146,8081,5864,11883,6860,15287,13676,14636,20943,9606,194765,2025-26,4
Lineups,-201950-203924-1630166-1642270-,J. Holiday - J. Grant - D. Avdija - D. Clingan,1610612757,POR,16,7,9,0.438,65.0,117.6,115.8,132.6,127.0,-15.0,-11.1,0.638,1.32,18.1,0.426,0.679,0.54,0.201,0.592,0.61,101.0,104.01,86.68,139,0.439,1052,1626,27619,14943,1270,9969,20771,16832,13131,11834,12020,6348,14294,9351,22346,9129,10407,15920,16111,193825,2025-26,4
Lineups,-203944-1629675-1630538-1641740-,J. Randle - N. Reid - B. Hyland - J. Clark,1610612750,MIN,21,12,9,0.571,65.0,123.9,116.5,116.6,112.4,7.3,4.1,0.483,1.71,15.3,0.369,0.683,0.523,0.122,0.579,0.61,97.7,102.62,85.52,139,0.501,515,557,27619,10759,1272,9817,15917,11669,20372,9046,16407,8474,14157,10570,13413,9962,10423,17622,12905,193640,2025-26,4
Lineups,-202685-203501-1628971-1630192-,J. Valančiūnas - T. Hardaway Jr. - B. Brown - Z. Nnaji,1610612743,DEN,12,8,4,0.667,65.0,108.4,107.6,123.1,123.9,-14.7,-16.2,0.558,1.32,16.2,0.317,0.75,0.547,0.168,0.505,0.564,97.8,97.77,81.47,131,0.443,1896,1292,23754,8292,1259,13039,19769,17871,16555,11836,15204,11974,9634,8826,19520,14201,13977,22367,15922,195160,2025-26,4
Lineups,-202691-1629023-1630230-1630314-,K. Thompson - P. Washington - N. Marshall - B. Williams,1610612742,DAL,18,5,13,0.278,65.0,111.9,107.7,104.7,100.0,7.2,7.7,0.525,2.13,15.7,0.25,0.713,0.493,0.097,0.54,0.579,109.5,114.23,95.19,155,0.589,788,2681,28333,17587,1273,12945,9889,10781,17365,5626,15813,14871,12771,15355,10699,12508,12822,6917,8960,193500,2025-26,4
Lineups,-1628379-1630168-1630552-1630700-,L. Kennard - O. Okongwu - J. Johnson - D. Daniels,1610612737,ATL,23,15,8,0.652,65.0,104.8,97.9,109.0,109.4,-4.2,-11.5,0.704,1.41,19.9,0.211,0.616,0.438,0.191,0.581,0.602,100.1,103.35,86.13,141,0.484,389,279,27277,9674,1265,17468,14899,16919,9590,11100,9511,17434,18063,18898,21029,9898,10999,16686,14070,194360,2025-26,4
Lineups,-1628963-1630551-1642267-1642848-,M. Bagley III - J. Champagnie - B. Carrington - T. Johnson,1610612764,WAS,15,5,10,0.333,65.0,121.1,120.3,112.5,109.9,8.6,10.4,0.606,2.22,19.5,0.359,0.742,0.548,0.126,0.589,0.614,103.3,104.9,87.42,143,0.523,1214,2681,27866,15964,1254,8254,15004,10126,14357,5317,9813,8876,11075,8795,14318,9300,10169,14881,11944,195615,2025-26,4
